717.0	148.0	3.0	1234567890
524.0	615.0	2.0	1234567890
406.0	675.0	4.0	1234567890
650.0	82.0	3.0	1234567890
821.0	993.0	4.0	1234567890
435.0	1109.0	3.0	1234567890
346.0	673.0	3.0	1234567890
570.0	302.0	4.0	1234567890
405.0	379.0	1.0	1234567890
495.0	581.0	5.0	1234567890
663.0	473.0	3.0	1234567890
495.0	101.0	5.0	1234567890
501.0	685.0	3.0	1234567890
232.0	357.0	4.0	1234567890
677.0	245.0	5.0	1234567890
481.0	66.0	3.0	1234567890
750.0	688.0	1.0	1234567890
715.0	168.0	4.0	1234567890
458.0	317.0	5.0	1234567890
328.0	70.0	4.0	1234567890
416.0	339.0	5.0	1234567890
293.0	356.0	3.0	1234567890
551.0	423.0	1.0	1234567890
112.0	322.0	4.0	1234567890
814.0	559.0	3.0	1234567890
747.0	39.0	4.0	1234567890
279.0	1490.0	4.0	1234567890
381.0	378.0	4.0	1234567890
66.0	281.0	4.0	1234567890
240.0	286.0	5.0	1234567890
56.0	222.0	5.0	1234567890
883.0	396.0	2.0	1234567890
537.0	265.0	3.0	1234567890
865.0	472.0	1.0	1234567890
194.0	820.0	1.0	1234567890
416.0	133.0	2.0	1234567890
79.0	902.0	3.0	1234567890
299.0	715.0	4.0	1234567890
757.0	679.0	4.0	1234567890
805.0	716.0	4.0	1234567890
538.0	143.0	3.0	1234567890
796.0	293.0	5.0	1234567890
423.0	678.0	3.0	1234567890
314.0	1471.0	4.0	1234567890
13.0	893.0	3.0	1234567890
467.0	1017.0	2.0	1234567890
733.0	298.0	2.0	1234567890
757.0	22.0	4.0	1234567890
409.0	201.0	1.0	1234567890
683.0	754.0	3.0	1234567890
707.0	1061.0	3.0	1234567890
207.0	866.0	3.0	1234567890
750.0	876.0	2.0	1234567890
630.0	932.0	2.0	1234567890
727.0	393.0	3.0	1234567890
305.0	311.0	5.0	1234567890
303.0	436.0	4.0	1234567890
350.0	195.0	5.0	1234567890
180.0	421.0	5.0	1234567890
303.0	129.0	5.0	1234567890
347.0	290.0	3.0	1234567890
181.0	1362.0	1.0	1234567890
859.0	381.0	4.0	1234567890
463.0	319.0	1.0	1234567890
393.0	7.0	4.0	1234567890
386.0	323.0	4.0	1234567890
649.0	121.0	2.0	1234567890
322.0	508.0	4.0	1234567890
650.0	585.0	1.0	1234567890
679.0	419.0	3.0	1234567890
222.0	185.0	4.0	1234567890
557.0	334.0	4.0	1234567890
577.0	399.0	4.0	1234567890
665.0	1047.0	1.0	1234567890
880.0	94.0	3.0	1234567890
399.0	110.0	2.0	1234567890
119.0	323.0	4.0	1234567890
766.0	135.0	4.0	1234567890
760.0	237.0	3.0	1234567890
658.0	137.0	3.0	1234567890
871.0	301.0	4.0	1234567890
799.0	690.0	3.0	1234567890
13.0	29.0	2.0	1234567890
419.0	405.0	3.0	1234567890
385.0	208.0	3.0	1234567890
881.0	1033.0	1.0	1234567890
380.0	228.0	3.0	1234567890
334.0	143.0	2.0	1234567890
671.0	38.0	5.0	1234567890
417.0	50.0	3.0	1234567890
328.0	260.0	2.0	1234567890
674.0	257.0	4.0	1234567890
354.0	464.0	4.0	1234567890
943.0	717.0	4.0	1234567890
881.0	79.0	4.0	1234567890
393.0	1091.0	2.0	1234567890
83.0	50.0	3.0	1234567890
642.0	1480.0	1.0	1234567890
780.0	474.0	3.0	1234567890
308.0	47.0	4.0	1234567890
271.0	528.0	3.0	1234567890
655.0	262.0	5.0	1234567890
753.0	484.0	5.0	1234567890
222.0	176.0	4.0	1234567890
545.0	434.0	3.0	1234567890
516.0	582.0	5.0	1234567890
408.0	327.0	5.0	1234567890
358.0	529.0	3.0	1234567890
727.0	616.0	2.0	1234567890
758.0	826.0	3.0	1234567890
125.0	289.0	5.0	1234567890
551.0	235.0	1.0	1234567890
130.0	681.0	3.0	1234567890
749.0	164.0	3.0	1234567890
708.0	352.0	1.0	1234567890
666.0	525.0	4.0	1234567890
561.0	737.0	3.0	1234567890
13.0	759.0	2.0	1234567890
435.0	496.0	4.0	1234567890
718.0	926.0	2.0	1234567890
92.0	190.0	4.0	1234567890
308.0	23.0	5.0	1234567890
198.0	131.0	3.0	1234567890
660.0	393.0	2.0	1234567890
374.0	1210.0	4.0	1234567890
119.0	182.0	4.0	1234567890
264.0	183.0	5.0	1234567890
607.0	487.0	4.0	1234567890
60.0	97.0	3.0	1234567890
773.0	185.0	4.0	1234567890
711.0	408.0	5.0	1234567890
383.0	315.0	5.0	1234567890
639.0	382.0	2.0	1234567890
625.0	692.0	3.0	1234567890
537.0	501.0	3.0	1234567890
761.0	294.0	3.0	1234567890
542.0	194.0	4.0	1234567890
705.0	588.0	3.0	1234567890
495.0	176.0	5.0	1234567890
570.0	243.0	1.0	1234567890
334.0	537.0	4.0	1234567890
715.0	193.0	5.0	1234567890
174.0	383.0	1.0	1234567890
874.0	313.0	3.0	1234567890
389.0	1036.0	2.0	1234567890
507.0	841.0	5.0	1234567890
198.0	382.0	4.0	1234567890
296.0	228.0	4.0	1234567890
90.0	602.0	5.0	1234567890
92.0	167.0	3.0	1234567890
303.0	402.0	4.0	1234567890
141.0	1258.0	4.0	1234567890
450.0	222.0	3.0	1234567890
774.0	300.0	2.0	1234567890
393.0	687.0	3.0	1234567890
886.0	710.0	4.0	1234567890
6.0	195.0	4.0	1234567890
844.0	228.0	3.0	1234567890
541.0	826.0	3.0	1234567890
452.0	924.0	5.0	1234567890
24.0	216.0	4.0	1234567890
497.0	87.0	3.0	1234567890
943.0	1067.0	2.0	1234567890
262.0	56.0	4.0	1234567890
877.0	274.0	4.0	1234567890
109.0	472.0	2.0	1234567890
334.0	846.0	3.0	1234567890
807.0	633.0	4.0	1234567890
618.0	154.0	3.0	1234567890
196.0	381.0	4.0	1234567890
798.0	2.0	4.0	1234567890
864.0	742.0	4.0	1234567890
645.0	1018.0	3.0	1234567890
399.0	268.0	3.0	1234567890
643.0	1016.0	3.0	1234567890
313.0	185.0	5.0	1234567890
642.0	288.0	1.0	1234567890
385.0	657.0	4.0	1234567890
316.0	170.0	4.0	1234567890
199.0	405.0	2.0	1234567890
90.0	610.0	5.0	1234567890
13.0	413.0	1.0	1234567890
943.0	218.0	4.0	1234567890
933.0	1183.0	3.0	1234567890
94.0	744.0	4.0	1234567890
380.0	382.0	3.0	1234567890
756.0	527.0	3.0	1234567890
514.0	429.0	4.0	1234567890
560.0	278.0	1.0	1234567890
293.0	229.0	2.0	1234567890
56.0	56.0	5.0	1234567890
887.0	25.0	2.0	1234567890
301.0	742.0	4.0	1234567890
868.0	68.0	2.0	1234567890
244.0	712.0	3.0	1234567890
679.0	95.0	3.0	1234567890
416.0	230.0	4.0	1234567890
128.0	58.0	3.0	1234567890
537.0	46.0	3.0	1234567890
833.0	1070.0	5.0	1234567890
101.0	979.0	2.0	1234567890
474.0	956.0	4.0	1234567890
339.0	130.0	4.0	1234567890
892.0	641.0	5.0	1234567890
615.0	237.0	4.0	1234567890
7.0	324.0	1.0	1234567890
144.0	32.0	4.0	1234567890
397.0	56.0	5.0	1234567890
178.0	1028.0	3.0	1234567890
372.0	561.0	5.0	1234567890
393.0	1076.0	3.0	1234567890
699.0	304.0	4.0	1234567890
731.0	136.0	4.0	1234567890
391.0	48.0	4.0	1234567890
109.0	265.0	5.0	1234567890
88.0	880.0	3.0	1234567890
325.0	1203.0	5.0	1234567890
267.0	433.0	5.0	1234567890
687.0	321.0	4.0	1234567890
593.0	761.0	2.0	1234567890
64.0	176.0	4.0	1234567890
109.0	332.0	3.0	1234567890
693.0	977.0	3.0	1234567890
455.0	53.0	1.0	1234567890
573.0	182.0	4.0	1234567890
916.0	944.0	2.0	1234567890
280.0	3.0	2.0	1234567890
113.0	508.0	4.0	1234567890
648.0	28.0	5.0	1234567890
102.0	443.0	3.0	1234567890
621.0	208.0	4.0	1234567890
200.0	596.0	4.0	1234567890
270.0	257.0	4.0	1234567890
534.0	105.0	4.0	1234567890
